H0_interval__,Om_interval__,H0,Om
-0.011256083313865791,0.08446517591871605,67.92683623094211,0.28238631202721415
-0.011432917144492637,0.10241468782185612,67.92568684802491,0.28395346065429455
-0.012378590253462796,0.10142462993266037,67.9195401907512,0.28386705517181127
-0.012219115492689985,0.10170129243224413,67.92057673749771,0.2838912008211403
-0.013659162072495328,0.10483932205072528,67.91121682690091,0.28416504758051886
-0.014252496950598378,0.1088578377310075,67.90736033800201,0.28451566591384525
-0.014887823000150034,0.10915942506617184,67.90323093787566,0.2845419765665995
-0.017003303401900618,0.11182882197346711,67.88948119057066,0.28477483729189834
-0.017846380794926685,0.11634735772056583,67.88400160354271,0.2851689252404018
-0.019076165644947157,0.11872096990631581,67.87600868332271,0.2853759006552089
-0.019188532208529802,0.12053792012276023,67.87527836749409,0.28553431633229376
-0.0207723265289425,0.1230649847720867,67.86498473233338,0.28575461637887234
-0.020847865730157174,0.12515764712660152,67.86449378068035,0.28593702099347645
-0.022883221619560475,0.12808876419784695,67.85126554971454,0.28619246839812074
-0.025000397219532944,0.1341463738670907,67.83750588148915,0.2867202372661671
-0.02513185394943682,0.13670110761986912,67.83665154694899,0.286942754659985
-0.025488915894772386,0.13822724505343742,67.83433101597238,0.28707566281827895
-0.027295514303730287,0.14110907239869336,67.82259017174927,0.2873265969222696
-0.027895725777215483,0.14716971780940996,67.81868953984859,0.2878541580743041
-0.02934753614831611,0.14728371681083302,67.80925470523133,0.2878640791282829
-0.02993723388626371,0.1513812965711155,67.80542251183334,0.2882206257721239
-0.03156132079030891,0.15316217793580417,67.7948684424991,0.2883755530822502
-0.0314932585093608,0.15388764407620162,67.79531073740914,0.288438658789134
-0.031484168097260894,0.15482701300628143,67.79536981044328,0.28852036590968916
-0.03245742076714925,0.15619332464575778,67.78904528447602,0.2886391982814734
-0.03497698571087357,0.16119862385377048,67.7726727682197,0.2890744158078478
-0.03550437014346425,0.17069865052470537,67.76924583352,0.28989996983234034
-0.035792556899026516,0.1661318898183749,67.76737321461218,0.2895031985723831
-0.036956622247292924,0.1691186887588996,67.75980929231447,0.2897627161628131
-0.0375137253598672,0.17400635965485745,67.7561893769664,0.29018725554689834
-0.03750297925129926,0.17328725416019072,67.75625920211037,0.2901248057662841
-0.03886295678577073,0.17300682969887604,67.74742256968575,0.2901004516161777
-0.03973993323912031,0.1786016747188594,67.74172442345771,0.29058623700725067
-0.0402590334199987,0.1795806399143526,67.73835162156671,0.29067121326254747
-0.04119834248300486,0.1801917893467192,67.73224864406362,0.29072425855523226
-0.04139824589302728,0.18209229526606377,67.73094982577786,0.29088919610645925
-0.04154900630703871,0.18410394063678,67.72997030435694,0.29106374801053453
-0.042209222561643625,0.18409094083784355,67.72568077982244,0.29106262011179784
-0.042207339123954316,0.18598291583261348,67.72569301671649,0.29122675892507655
-0.04237402757092945,0.1863492792370593,67.72461002611664,0.2912585395647823
-0.04292208158060954,0.1866993144955363,67.72104929443644,0.29128890278913966
-0.04290267610124157,0.1892316844224173,67.72117537200135,0.2915085394133616
-0.04342840899532439,0.18736398698440335,67.71775969953146,0.29134655597077547
-0.04396800290106178,0.18851089666968296,67.71425401298795,0.29144602961291227
-0.04539918195407302,0.19221224807347512,67.70495599147394,0.2917669813553072
-0.046326530685034145,0.195811709835225,67.69893139342314,0.2920789889140567
-0.04645951174491796,0.19788254332378563,67.69806748146969,0.29225844280258784
-0.04690095694613576,0.1977209224798684,67.69519965023993,0.2922444384082827
-0.046974770475242456,0.1980959292724705,67.69472012646655,0.2922769322846924
-0.04804289198352281,0.20027906087176714,67.68778125297781,0.29246607398971164
-0.048060366812199856,0.2027020015552162,67.68766773213277,0.29267594396001145
-0.04923969093743284,0.20226168891133603,67.68000665953976,0.2926378088158203
-0.04935237547891829,0.2037347773129023,67.67927465482133,0.29276538522458595
-0.05024817183099317,0.20554133053423973,67.67345558729542,0.29292181520382715
-0.050194743197768094,0.20674180633893824,67.67380265452258,0.29302574877089427
-0.05029245721082762,0.20806697813499464,67.67316791410984,0.2931404632144774
-0.050584777720555904,0.20907278881236901,67.67126903876647,0.2932275214213645
-0.05105462335273925,0.20902428137418727,67.66821701316778,0.2932233230563023
-0.05171306818956129,0.21053184775153067,67.66393994557322,0.2933537944284883
-0.053439023952396254,0.2138537500190596,67.6527289830439,0.29364121333925386
-0.053621012288254714,0.21651878851459558,67.65154690586343,0.29387172538876083
-0.054369894043203006,0.21819864840332542,67.64668272076828,0.29401699059809494
-0.05514020956306628,0.22011326347638455,67.64167942100586,0.2941825238239863
-0.055153230909581887,0.2202753035872816,67.64159484657092,0.29419653184990213
-0.055456362424124626,0.22184196643307244,67.63962599760438,0.29433195368203907
-0.05553238847035334,0.2238096952523765,67.63913220857289,0.29450201030657486
-0.05622845930546213,0.2229989589799211,67.63461127839747,0.29443194871026174
-0.05684917126324873,0.2252217299449607,67.6305798732978,0.2946240193312489
-0.05714692343771331,0.22644146594258138,67.62864605522873,0.29472939694578176
-0.05762060787094059,0.22661207940227135,67.62556963970167,0.2947441357356159
-0.057797592796642046,0.22917077147790266,67.6244201949615,0.2949651393941044
-0.05806738463508673,0.23003781645116597,67.62266801857737,0.29504001466412894
-0.05826149716611262,0.22990910320961985,67.62140735366688,0.29502889986365105
-0.059151777669999926,0.2308258075222898,67.61562551365135,0.29510805664100886
-0.0610287572934071,0.23530800812061495,67.60343615376145,0.29549497089480825
-0.061019107316366596,0.2372882683164992,67.60349882025285,0.29566584723136186
-0.061411905717435676,0.23974094549180072,67.60094802107724,0.2958774329290649
-0.06255082093196367,0.23978736704596343,67.59355217778977,0.29588143699358577
-0.0649862978017913,0.24457269908854107,67.57773766268633,0.2962940733257056
-0.06494653958990644,0.2476590460901051,67.57799581857228,0.2965600800547549
-0.06488205053190839,0.24857501481465158,67.5784145561683,0.296639006355873
-0.06592259375748506,0.2496728269318596,67.57165825289044,0.2967335897818592
-0.06640942561045507,0.2513259361457524,67.56849730673288,0.29687599120405217
-0.06655560381906529,0.2528657100171552,67.5675481975115,0.2970086032786099
-0.06672075393835544,0.2532649816302155,67.56647591258698,0.29704298611352925
-0.06697446698471343,0.25517702150429183,67.5648286187488,0.2972076153069805
-0.06738083383591205,0.25568183785798987,67.56219021201937,0.2972510740181066
-0.06793647663022061,0.2557260366088862,67.55858266401707,0.2972548788745278
-0.06774754124190382,0.2562006050943021,67.55980933205217,0.29729573082891475
-0.06870218657935877,0.25719440923270875,67.55361135260257,0.29738127178388735
-0.06868232825975823,0.2586024725486921,67.55374027953066,0.29750245116738205
-0.0689304945153997,0.2596711166458301,67.5521291065765,0.2975944051451812
-0.06998381174978736,0.2605928984178684,67.54529079553626,0.297673711822023
-0.07041816335300256,0.263082633783243,67.54247098568509,0.297887871968237
-0.0719519149826839,0.26558950417957716,67.532514219411,0.2981034355745255
-0.07054866028811167,0.2657168856646139,67.54162380821849,0.29811438709878296
-0.07159868621511113,0.26517666759254355,67.53480725187593,0.29806794100428635
-0.07219147690625753,0.2701758174317378,67.53095908725108,0.298497623582777
-0.07280864662087827,0.2702196093773942,67.52695275102933,0.2985013862834988
-0.07297837415827278,0.27094041733650115,67.52585098623193,0.29856331651364343
-0.07363413224483109,0.2716831316209602,67.52159427994796,0.29862712259967156
-0.07431295281678782,0.27427532706389735,67.51718797693785,0.29884976613160846
-0.07451047196053656,0.2769350955462297,67.51590587810192,0.29907813175967723
-0.07502718222455092,0.2763290755866567,67.51255195101817,0.2990261066857403
-0.07561297810493774,0.2776810455573812,67.50874967306221,0.29914216347013084
-0.07563225685269141,0.2809169625230243,67.50862454018895,0.2994198553085279
-0.07576613141842542,0.27926714542227943,67.50775560094196,0.29927829100417236
